"vng_id"	"name_0"	"name_1"	"name_2"	"name_3"
241091612	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Chu Phan"
241091602	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Đại Thịnh"
241091616	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Hoàng Kim"
241091603	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Kim Hoa"
241091610	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Liên Mạc"
241091614	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Mê Linh"
241091607	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Thị trấn Quang Minh"
241091606	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Tự Lập"
241091609	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Tam Đồng"
241091604	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Thạch Đà"
241091608	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Thanh Lâm"
241091605	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Tiến Thắng"
241091613	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Tiến Thịnh"
241091617	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Tiền Phong"
241091618	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Tráng Việt"
241092825	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Bạch Hạ"
241091615	"Vietnam"	"Thành phố Hà Nội"	"Huyện Mê Linh"	"Xã Văn Khê"
241091301	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Cầu Diễn"
241091309	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Đại Mỗ"
241091307	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Mễ Trì"
241091304	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Mỹ Đình 1"
241091305	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Mỹ Đình 2"
241091308	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Phú Đô"
241091303	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Phương Canh"
241091306	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Tây Mỗ"
241091310	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Trung Văn"
241091302	"Vietnam"	"Thành phố Hà Nội"	"Quận Nam Từ Liêm"	"Phường Xuân Phương"
241092827	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Châu Can"
241092818	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Chuyên Mỹ"
241092808	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Đại Thắng"
241092823	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Đại Xuyên"
241092803	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Hồng Minh"
241092811	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Hồng Thái"
241092812	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Hoàng Long"
241092819	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Khai Thái"
241092828	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Minh Tân"
241092814	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Nam Phong"
241092815	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Nam Triều"
241092801	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Thị trấn Phú Minh"
241092809	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Phú Túc"
241092802	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Thị trấn Phú Xuyên"
241092824	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Phú Yên"
241092804	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Phượng Dực"
241092820	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Phúc Tiến"
241092826	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Quang Lãng"
241092813	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Quang Trung"
241092817	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Sơn Hà"
241092816	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Tân Dân"
241092806	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Thụy Phú"
241560524	"Vietnam"	"Tỉnh Nam Định"	"Huyện Nghĩa Hưng"	"Xã Nghĩa Phúc"
241092822	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Tri Thủy"
241092807	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Tri Trung"
241092810	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Văn Hoàng"
241092805	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Văn Nhân"
241092821	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phú Xuyên"	"Xã Vân Từ"
241092008	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Cẩm Đình"
241092013	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Hát Môn"
241092022	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Hiệp Thuận"
241092023	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Liên Hiệp"
241092011	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Long Xuyên"
241092018	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Ngọc Tảo"
241091407	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thanh Trì"	"Xã Tứ Hiệp"
241092019	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Phụng Thượng"
241092017	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Phúc Hòa"
241092001	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Thị trấn Phúc Thọ"
241092006	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Phương Độ"
241092007	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Sen Chiểu"
241092021	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Tam Hiệp"
241092020	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Tam Thuấn"
241092010	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Thọ Lộc"
241092015	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Thanh Đa"
241092012	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Thượng Cốc"
241092307	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Ngọc Mỹ"
241092014	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Tích Giang"
241092016	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Trạch Mỹ Lộc"
241092002	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Vân Hà"
241092004	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Vân Nam"
241092003	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Vân Phúc"
241092009	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Võng Xuyên"
241092005	"Vietnam"	"Thành phố Hà Nội"	"Huyện Phúc Thọ"	"Xã Xuân Phú"
241092318	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Cấn Hữu"
241092314	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Cộng Hòa"
241092316	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Đại Thành"
241091802	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Phú Thịnh"
241092310	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Đồng Quang"
241092301	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Đông Xuân"
241092321	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Đông Yên"
241092320	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Hòa Thạch"
241092308	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Liệp Tuyết"
241092306	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Ngọc Liệp"
241092713	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thường Tín"	"Xã Tự Nhiên"
241092313	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Nghĩa Hương"
241092311	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Phú Cát"
241092317	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Phú Mãn"
241092304	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Phượng Cách"
241092302	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Thị trấn Quốc Oai"
241092303	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Sài Sơn"
241092319	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Tân Hòa"
241092315	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Tân Phú"
241092309	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Thạch Thán"
241092312	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Tuyết Nghĩa"
241092305	"Vietnam"	"Thành phố Hà Nội"	"Huyện Quốc Oai"	"Xã Yên Sơn"
241091010	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Bắc Phú"
241091002	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Bắc Sơn"
241091019	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Đức Hoà"
241091021	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Đông Xuân"
241091016	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Việt Long"
241091004	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Hồng Kỳ"
241091013	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Hiền Ninh"
241091022	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Kim Lũ"
241091018	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Mai Đình"
241091008	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Minh Phú"
241091012	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Quang Tiến"
241480601	"Vietnam"	"Tỉnh Long An"	"Huyện Tân Thạnh"	"Thị trấn Tân Thạnh"
241091003	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Minh Trí"
241091005	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Nam Sơn"
241091023	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Phú Cường"
241091025	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Phù Lỗ"
241091009	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Phù Linh"
241091024	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Phú Minh"
241091001	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Thị trấn Sóc Sơn"
241092720	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thường Tín"	"Xã Tân Minh"
241091014	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Tân Dân"
241091007	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Tân Hưng"
241091011	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Tân Minh"
241091020	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Thanh Xuân"
241091015	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Tiên Dược"
241091006	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Trung Giã"
241091017	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Xuân Giang"
241091026	"Vietnam"	"Thành phố Hà Nội"	"Huyện Sóc Sơn"	"Xã Xuân Thu"
241091815	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Xã Cổ Đông"
241091807	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Xã Đường Lâm"
241091813	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Xã Kim Sơn"
241091801	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Lê Lợi"
241091803	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Ngô Quyền"
241560721	"Vietnam"	"Tỉnh Nam Định"	"Huyện Trực Ninh"	"Xã Trực Thắng"
241091804	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Quang Trung"
241091814	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Xã Sơn Đông"
241091805	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Sơn Lộc"
241091811	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Xã Thanh Mỹ"
241091810	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Trung Hưng"
241091812	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Trung Sơn Trầm"
241091808	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Viên Sơn"
241092422	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Hạ Bằng"
241091806	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Phường Xuân Khanh"
241091809	"Vietnam"	"Thành phố Hà Nội"	"Thị xã Sơn Tây"	"Xã Xuân Sơn"
241090307	"Vietnam"	"Thành phố Hà Nội"	"Quận Tây Hồ"	"Phường Bưởi"
241090302	"Vietnam"	"Thành phố Hà Nội"	"Quận Tây Hồ"	"Phường Nhật Tân"
241090301	"Vietnam"	"Thành phố Hà Nội"	"Quận Tây Hồ"	"Phường Phú Thượng"
241090304	"Vietnam"	"Thành phố Hà Nội"	"Quận Tây Hồ"	"Phường Quảng An"
241090303	"Vietnam"	"Thành phố Hà Nội"	"Quận Tây Hồ"	"Phường Tứ Liên"
241090308	"Vietnam"	"Thành phố Hà Nội"	"Quận Tây Hồ"	"Phường Thụy Khuê"
241090305	"Vietnam"	"Thành phố Hà Nội"	"Quận Tây Hồ"	"Phường Xuân La"
241090306	"Vietnam"	"Thành phố Hà Nội"	"Quận Tây Hồ"	"Phường Yên Phụ"
241092421	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Bình Phú"
241092413	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Bình Yên"
241092416	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Cần Kiệm"
241092406	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Cẩm Yên"
241092410	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Canh Nậu"
241092414	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Chàng Sơn"
241092405	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Đại Đồng"
241092412	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Dị Nậu"
241092423	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Đồng Trúc"
241092417	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Hữu Bằng"
241092409	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Hương Ngải"
241092411	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Kim Quan"
241092407	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Lại Thượng"
241092404	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Thị trấn Liên Quan"
241092408	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Phú Kim"
241092418	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Phùng Xá"
241092419	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Tân Xã"
241092415	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Thạch Hoà"
241550112	"Vietnam"	"Tỉnh Nghệ An"	"Thành phố Vinh"	"Phường Trường Thi"
241092420	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Thạch Xá"
241092403	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Tiến Xuân"
241092402	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Yên Bình"
241092401	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thạch Thất"	"Xã Yên Trung"
241092603	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thanh Oai"	"Xã Bích Hòa"
241092606	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thanh Oai"	"Xã Bình Minh"
241092602	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thanh Oai"	"Xã Cự Khê"
241092619	"Vietnam"	"Thành phố Hà Nội"	"Huyện Thanh Oai"	"Xã Cao Dương"
