Thanh pho Ha Noi	9	Quan Ba Dinh	1	Phuong Giang Vo	13	90113	Thành phố Hà Nội	Quận Ba Đình	Phường Giảng Võ
Thanh pho Ha Noi	9	Quan Ba Dinh	1	Phuong Thanh Cong	14	90114	Thành phố Hà Nội	Quận Ba Đình	Phường Thành Công
Thanh pho Ha Noi	9	Quan Hoan Kiem	2			90200	Thành phố Hà Nội	Quận Hoàn Kiếm	
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Phuc Tan	1	90201	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Phúc Tân
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Dong Xuan	2	90202	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Đồng Xuân
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Ma	3	90203	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Mã
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Buom	4	90204	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Buồm
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Dao	5	90205	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Đào
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Bo	6	90206	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Bồ
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Cua Dong	7	90207	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Cửa Đông
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Ly Thai To	8	90208	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Lý Thái Tổ
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Bac	9	90209	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Bạc
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Gai	10	90210	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Gai
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Chuong Duong	11	90211	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Chương Dương
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	chuong duong do	11	90211	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Chương Dương
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	chuong duong de	11	90211	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Chương Dương
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Trong	12	90212	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Trống
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Cua Nam	13	90213	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Cửa Nam
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Bong	14	90214	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Bông
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Trang Tien	15	90215	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Tràng Tiền
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Tran Hung Dao	16	90216	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Trần Hưng Đạo
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Phan Chu Trinh	17	90217	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Phan Chu Trinh
Thanh pho Ha Noi	9	Quan Hoan Kiem	2	Phuong Hang Bai	18	90218	Thành phố Hà Nội	Quận Hoàn Kiếm	Phường Hàng Bài
Thanh pho Ha Noi	9	Quan Tay Ho	3			90300	Thành phố Hà Nội	Quận Tây Hồ	
Thanh pho Ha Noi	9	Quan Tay Ho	3	Phuong Phu Thuong	1	90301	Thành phố Hà Nội	Quận Tây Hồ	Phường Phú Thượng
Thanh pho Ha Noi	9	Quan Tay Ho	3	Phuong Nhat Tan	2	90302	Thành phố Hà Nội	Quận Tây Hồ	Phường Nhật Tân
Thanh pho Ha Noi	9	Quan Tay Ho	3	Phuong Tu Lien	3	90303	Thành phố Hà Nội	Quận Tây Hồ	Phường Tứ Liên
Thanh pho Ha Noi	9	Quan Tay Ho	3	Phuong Quang An	4	90304	Thành phố Hà Nội	Quận Tây Hồ	Phường Quảng An
Thanh pho Ha Noi	9	Quan Tay Ho	3	Phuong Xuan La	5	90305	Thành phố Hà Nội	Quận Tây Hồ	Phường Xuân La
Thanh pho Ha Noi	9	Quan Tay Ho	3	Phuong Yen Phu	6	90306	Thành phố Hà Nội	Quận Tây Hồ	Phường Yên Phụ
Thanh pho Ha Noi	9	Quan Tay Ho	3	Phuong Buoi	7	90307	Thành phố Hà Nội	Quận Tây Hồ	Phường Bưởi
Thanh pho Ha Noi	9	Quan Tay Ho	3	Phuong Thuy Khue	8	90308	Thành phố Hà Nội	Quận Tây Hồ	Phường Thụy Khuê
Thanh pho Ha Noi	9	Quan Long Bien	4			90400	Thành phố Hà Nội	Quận Long Biên	
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Thuong Thanh	1	90401	Thành phố Hà Nội	Quận Long Biên	Phường Thượng Thanh
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Ngoc Thuy	2	90402	Thành phố Hà Nội	Quận Long Biên	Phường Ngọc Thụy
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Giang Bien	3	90403	Thành phố Hà Nội	Quận Long Biên	Phường Giang Biên
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Duc Giang	4	90404	Thành phố Hà Nội	Quận Long Biên	Phường Đức Giang
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Viet Hung	5	90405	Thành phố Hà Nội	Quận Long Biên	Phường Việt Hưng
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Gia Thuy	6	90406	Thành phố Hà Nội	Quận Long Biên	Phường Gia Thụy
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Ngoc Lam	7	90407	Thành phố Hà Nội	Quận Long Biên	Phường Ngọc Lâm
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Phuc Loi	8	90408	Thành phố Hà Nội	Quận Long Biên	Phường Phúc Lợi
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Bo De	9	90409	Thành phố Hà Nội	Quận Long Biên	Phường Bồ Đề
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Sai Dong	10	90410	Thành phố Hà Nội	Quận Long Biên	Phường Sài Đồng
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Long Bien	11	90411	Thành phố Hà Nội	Quận Long Biên	Phường Long Biên
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Thach Ban	12	90412	Thành phố Hà Nội	Quận Long Biên	Phường Thạch Bàn
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Phuc Dong	13	90413	Thành phố Hà Nội	Quận Long Biên	Phường Phúc Đồng
Thanh pho Ha Noi	9	Quan Long Bien	4	Phuong Cu Khoi	14	90414	Thành phố Hà Nội	Quận Long Biên	Phường Cự Khối
Thanh pho Ha Noi	9	Quan Cau Giay	5			90500	Thành phố Hà Nội	Quận Cầu Giấy	
Thanh pho Ha Noi	9	Quan Cau Giay	5	Phuong Nghia Do	1	90501	Thành phố Hà Nội	Quận Cầu Giấy	Phường Nghĩa Đô
Thanh pho Ha Noi	9	Quan Cau Giay	5	Phuong Nghia Tan	2	90502	Thành phố Hà Nội	Quận Cầu Giấy	Phường Nghĩa Tân
Thanh pho Ha Noi	9	Quan Cau Giay	5	Phuong Mai Dich	3	90503	Thành phố Hà Nội	Quận Cầu Giấy	Phường Mai Dịch
Thanh pho Ha Noi	9	Quan Cau Giay	5	Phuong Dich Vong	4	90504	Thành phố Hà Nội	Quận Cầu Giấy	Phường Dịch Vọng
Thanh pho Ha Noi	9	Quan Cau Giay	5	Phuong Dich Vong Hau	5	90505	Thành phố Hà Nội	Quận Cầu Giấy	Phường Dịch Vọng Hậu
Thanh pho Ha Noi	9	Quan Cau Giay	5	Phuong Quan Hoa	6	90506	Thành phố Hà Nội	Quận Cầu Giấy	Phường Quan Hoa
Thanh pho Ha Noi	9	Quan Cau Giay	5	Phuong Yen Hoa	7	90507	Thành phố Hà Nội	Quận Cầu Giấy	Phường Yên Hoà
Thanh pho Ha Noi	9	Quan Cau Giay	5	Phuong Trung Hoa	8	90508	Thành phố Hà Nội	Quận Cầu Giấy	Phường Trung Hoà
Thanh pho Ha Noi	9	Quan Dong Da	6			90600	Thành phố Hà Nội	Quận Đống Đa	
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Cat Linh	1	90601	Thành phố Hà Nội	Quận Đống Đa	Phường Cát Linh
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Van Mieu	2	90602	Thành phố Hà Nội	Quận Đống Đa	Phường Văn Miếu
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Quoc Tu Giam	3	90603	Thành phố Hà Nội	Quận Đống Đa	Phường Quốc Tử Giám
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Lang Thuong	4	90604	Thành phố Hà Nội	Quận Đống Đa	Phường Láng Thượng
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong O Cho Dua	5	90605	Thành phố Hà Nội	Quận Đống Đa	Phường Ô Chợ Dừa
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Van Chuong	6	90606	Thành phố Hà Nội	Quận Đống Đa	Phường Văn Chương
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Hang Bot	7	90607	Thành phố Hà Nội	Quận Đống Đa	Phường Hàng Bột
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Lang Ha	8	90608	Thành phố Hà Nội	Quận Đống Đa	Phường Láng Hạ
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Kham Thien	9	90609	Thành phố Hà Nội	Quận Đống Đa	Phường Khâm Thiên
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Tho Quan	10	90610	Thành phố Hà Nội	Quận Đống Đa	Phường Thổ Quan
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Nam Dong	11	90611	Thành phố Hà Nội	Quận Đống Đa	Phường Nam Đồng
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Trung Phung	12	90612	Thành phố Hà Nội	Quận Đống Đa	Phường Trung Phụng
Thanh pho Ha Noi	9	Quan Dong Da	6	trung phong	12	90612	Thành phố Hà Nội	Quận Đống Đa	Phường Trung Phụng
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Quang Trung	13	90613	Thành phố Hà Nội	Quận Đống Đa	Phường Quang Trung
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Trung Liet	14	90614	Thành phố Hà Nội	Quận Đống Đa	Phường Trung Liệt
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Phuong Lien	15	90615	Thành phố Hà Nội	Quận Đống Đa	Phường Phương Liên
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Thinh Quang	16	90616	Thành phố Hà Nội	Quận Đống Đa	Phường Thịnh Quang
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Trung Tu	17	90617	Thành phố Hà Nội	Quận Đống Đa	Phường Trung Tự
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Kim Lien	18	90618	Thành phố Hà Nội	Quận Đống Đa	Phường Kim Liên
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Phuong Mai	19	90619	Thành phố Hà Nội	Quận Đống Đa	Phường Phương Mai
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Nga Tu So	20	90620	Thành phố Hà Nội	Quận Đống Đa	Phường Ngã Tư Sở
Thanh pho Ha Noi	9	Quan Dong Da	6	Phuong Khuong Thuong	21	90621	Thành phố Hà Nội	Quận Đống Đa	Phường Khương Thượng
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7			90700	Thành phố Hà Nội	Quận Hai Bà Trưng	
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Nguyen Du	1	90701	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Nguyễn Du
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Bach Dang	2	90702	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Bạch Đằng
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Pham Dinh Ho	3	90703	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Phạm Đình Hổ
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Bui Thi Xuan	4	90704	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Bùi Thị Xuân
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Ngo Thi Nham	5	90705	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Ngô Thì Nhậm
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Le Dai Hanh	6	90706	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Lê Đại Hành
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Dong Nhan	7	90707	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Đồng Nhân
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Pho Hue	8	90708	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Phố Huế
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Dong Mac	9	90709	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Đống Mác
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Thanh Luong	10	90710	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Thanh Lương
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Thanh Nhan	11	90711	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Thanh Nhàn
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Cau Den	12	90712	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Cầu Dền
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Bach Khoa	13	90713	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Bách Khoa
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Dong Tam	14	90714	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Đồng Tâm
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Vinh Tuy	15	90715	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Vĩnh Tuy
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Bach Mai	16	90716	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Bạch Mai
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Quynh Mai	17	90717	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Quỳnh Mai
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Quynh Loi	18	90718	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Quỳnh Lôi
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Minh Khai	19	90719	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Minh Khai
Thanh pho Ha Noi	9	Quan Hai Ba Trung	7	Phuong Truong Dinh	20	90720	Thành phố Hà Nội	Quận Hai Bà Trưng	Phường Trương Định
Thanh pho Ha Noi	9	Quan Hoang Mai	8			90800	Thành phố Hà Nội	Quận Hoàng Mai	
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Thanh Tri	1	90801	Thành phố Hà Nội	Quận Hoàng Mai	Phường Thanh Trì
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Vinh Hung	2	90802	Thành phố Hà Nội	Quận Hoàng Mai	Phường Vĩnh Hưng
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Dinh Cong	3	90803	Thành phố Hà Nội	Quận Hoàng Mai	Phường Định Công
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Mai Dong	4	90804	Thành phố Hà Nội	Quận Hoàng Mai	Phường Mai Động
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Tuong Mai	5	90805	Thành phố Hà Nội	Quận Hoàng Mai	Phường Tương Mai
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Dai Kim	6	90806	Thành phố Hà Nội	Quận Hoàng Mai	Phường Đại Kim
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Tan Mai	7	90807	Thành phố Hà Nội	Quận Hoàng Mai	Phường Tân Mai
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Hoang Van Thu	8	90808	Thành phố Hà Nội	Quận Hoàng Mai	Phường Hoàng Văn Thụ
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Giap Bat	9	90809	Thành phố Hà Nội	Quận Hoàng Mai	Phường Giáp Bát
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Linh Nam	10	90810	Thành phố Hà Nội	Quận Hoàng Mai	Phường Lĩnh Nam
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Thinh Liet	11	90811	Thành phố Hà Nội	Quận Hoàng Mai	Phường Thịnh Liệt
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Tran Phu	12	90812	Thành phố Hà Nội	Quận Hoàng Mai	Phường Trần Phú
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Hoang Liet	13	90813	Thành phố Hà Nội	Quận Hoàng Mai	Phường Hoàng Liệt
Thanh pho Ha Noi	9	Quan Hoang Mai	8	Phuong Yen So	14	90814	Thành phố Hà Nội	Quận Hoàng Mai	Phường Yên Sở
Thanh pho Ha Noi	9	Quan Thanh Xuan	9			90900	Thành phố Hà Nội	Quận Thanh Xuân	
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Nhan Chinh	1	90901	Thành phố Hà Nội	Quận Thanh Xuân	Phường Nhân Chính
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Thuong Dinh	2	90902	Thành phố Hà Nội	Quận Thanh Xuân	Phường Thượng Đình
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	th­ong dinh	2	90902	Thành phố Hà Nội	Quận Thanh Xuân	Phường Thượng Đình
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Khuong Trung	3	90903	Thành phố Hà Nội	Quận Thanh Xuân	Phường Khương Trung
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Khuong Mai	4	90904	Thành phố Hà Nội	Quận Thanh Xuân	Phường Khương Mai
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Thanh Xuan Trung	5	90905	Thành phố Hà Nội	Quận Thanh Xuân	Phường Thanh Xuân Trung
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Phuong Liet	6	90906	Thành phố Hà Nội	Quận Thanh Xuân	Phường Phương Liệt
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Ha Dinh	7	90907	Thành phố Hà Nội	Quận Thanh Xuân	Phường Hạ Đình
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Khuong Dinh	8	90908	Thành phố Hà Nội	Quận Thanh Xuân	Phường Khương Đình
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Thanh Xuan Bac	9	90909	Thành phố Hà Nội	Quận Thanh Xuân	Phường Thanh Xuân Bắc
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Thanh Xuan Nam	10	90910	Thành phố Hà Nội	Quận Thanh Xuân	Phường Thanh Xuân Nam
Thanh pho Ha Noi	9	Quan Thanh Xuan	9	Phuong Kim Giang	11	90911	Thành phố Hà Nội	Quận Thanh Xuân	Phường Kim Giang
Thanh pho Ha Noi	9	Huyen Soc Son	10			91000	Thành phố Hà Nội	Huyện Sóc Sơn	
Thanh pho Ha Noi	9	Huyen Soc Son	10	Thi tran Soc Son	1	91001	Thành phố Hà Nội	Huyện Sóc Sơn	Thị trấn Sóc Sơn
Thanh pho Ha Noi	9	Huyen Soc Son	10	sac son	1	91001	Thành phố Hà Nội	Huyện Sóc Sơn	Thị trấn Sóc Sơn
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Bac Son	2	91002	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Bắc Sơn
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Minh Tri	3	91003	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Minh Trí
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Hong Ky	4	91004	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Hồng Kỳ
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Nam Son	5	91005	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Nam Sơn
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Trung Gia	6	91006	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Trung Giã
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Tan Hung	7	91007	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Tân Hưng
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Minh Phu	8	91008	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Minh Phú
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Phu Linh	9	91009	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Phù Linh
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Bac Phu	10	91010	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Bắc Phú
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Tan Minh	11	91011	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Tân Minh
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Quang Tien	12	91012	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Quang Tiến
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Hien Ninh	13	91013	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Hiền Ninh
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Tan Dan	14	91014	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Tân Dân
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Tien Duoc	15	91015	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Tiên Dược
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Viet Long	16	91016	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Việt Long
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Xuan Giang	17	91017	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Xuân Giang
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Mai Dinh	18	91018	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Mai Đình
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Duc Hoa	19	91019	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Đức Hoà
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Thanh Xuan	20	91020	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Thanh Xuân
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Dong Xuan	21	91021	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Đông Xuân
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Kim Lu	22	91022	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Kim Lũ
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Phu Cuong	23	91023	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Phú Cường
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Phu Minh	24	91024	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Phú Minh
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Phu Lo	25	91025	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Phù Lỗ
Thanh pho Ha Noi	9	Huyen Soc Son	10	Xa Xuan Thu	26	91026	Thành phố Hà Nội	Huyện Sóc Sơn	Xã Xuân Thu
Thanh pho Ha Noi	9	Huyen Dong Anh	11			91100	Thành phố Hà Nội	Huyện Đông Anh	
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Thi tran Dong Anh	1	91101	Thành phố Hà Nội	Huyện Đông Anh	Thị trấn Đông Anh
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Xa Xuan Non	2	91102	Thành phố Hà Nội	Huyện Đông Anh	Xã Xuân Nộn
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Xa Thuy Lam	3	91103	Thành phố Hà Nội	Huyện Đông Anh	Xã Thuỵ Lâm
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Xa Bac Hong	4	91104	Thành phố Hà Nội	Huyện Đông Anh	Xã Bắc Hồng
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Xa Nguyen Khe	5	91105	Thành phố Hà Nội	Huyện Đông Anh	Xã Nguyên Khê
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Xa Nam Hong	6	91106	Thành phố Hà Nội	Huyện Đông Anh	Xã Nam Hồng
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Xa Tien Duong	7	91107	Thành phố Hà Nội	Huyện Đông Anh	Xã Tiên Dương
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Xa Van Ha	8	91108	Thành phố Hà Nội	Huyện Đông Anh	Xã Vân Hà
Thanh pho Ha Noi	9	Huyen Dong Anh	11	Xa Uy No	9	91109	Thành phố Hà Nội	Huyện Đông Anh	Xã Uy Nỗ
